"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 16 20:02:56 GMT 2022","Fri Sep 16 20:02:56 GMT 2022","184","API Full","API","api.social.profile.EditSocialLinksNegativeTests","api.social.profile.EditSocialLinksNegativeTests","editProfileInvalidMedium","Edit profile. Invalid medium",""
"failed","Fri Sep 16 20:02:53 GMT 2022","Fri Sep 16 20:02:53 GMT 2022","95","API Full","API","api.nft.search.SearchNftNegativeTests","api.nft.search.SearchNftNegativeTests","searchNftsEmptySearch","searchNftsEmptySearch",""
"failed","Fri Sep 16 20:02:52 GMT 2022","Fri Sep 16 20:02:52 GMT 2022","180","API Full","API","api.social.profile.EditProfileNegativeTests","api.social.profile.EditProfileNegativeTests","editProfileInvalidAvatarUrl","Edit profile. Invalid avatar url",""
"passed","Fri Sep 16 20:02:53 GMT 2022","Fri Sep 16 20:02:53 GMT 2022","161","API Full","API","api.nft.search.SearchNftNegativeTests","api.nft.search.SearchNftNegativeTests","searchMore100Chars","searchMore100Chars",""
"passed","Fri Sep 16 20:02:51 GMT 2022","Fri Sep 16 20:02:51 GMT 2022","87","API Full","API","api.nft.LikeUnlikeNftTests","api.nft.LikeUnlikeNftTests","likeUnauthorized","Like. Unauthorized",""
"passed","Fri Sep 16 20:02:53 GMT 2022","Fri Sep 16 20:02:54 GMT 2022","663","API Full","API","api.social.profile.EditProfileTests","api.social.profile.EditProfileTests","editProfileEmail","Edit profile email",""
"passed","Fri Sep 16 20:02:54 GMT 2022","Fri Sep 16 20:02:54 GMT 2022","99","API Full","API","api.social.GetCollectionsTests","api.social.GetCollectionsTests","getCollectionsNotFound","Get collections. Collection not found",""
"unknown","Fri Sep 16 20:02:48 GMT 2022","Fri Sep 16 20:02:48 GMT 2022","0","API Full","API","api.nft.search.SearchNftTests","api.nft.search.SearchNftTests","searchLimitValue","searchLimitValue",""
"passed","Fri Sep 16 20:02:57 GMT 2022","Fri Sep 16 20:02:57 GMT 2022","117","API Full","API","api.social.profile.EditSocialLinksNegativeTests","api.social.profile.EditSocialLinksNegativeTests","editProfileInvalidTelegram","Edit profile. Invalid telegram",""
"passed","Fri Sep 16 20:02:58 GMT 2022","Fri Sep 16 20:02:58 GMT 2022","115","API Full","API","api.social.profile.EditSocialLinksNegativeTests","api.social.profile.EditSocialLinksNegativeTests","editProfileLinkedinLength","Edit profile. Invalid linkedin length",""
"passed","Fri Sep 16 20:02:55 GMT 2022","Fri Sep 16 20:02:55 GMT 2022","99","API Full","API","api.social.GetMyCollectionsTests","api.social.GetMyCollectionsTests","getMyCollectionsWithoutRequiredFields","Get my collections without required fields",""
"passed","Fri Sep 16 20:02:51 GMT 2022","Fri Sep 16 20:02:51 GMT 2022","106","API Full","API","api.nft.PinUnpinNftTests","api.nft.PinUnpinNftTests","unpinInvalidNftId","Unpin NFT. Invalid NFT id",""
"passed","Fri Sep 16 20:02:52 GMT 2022","Fri Sep 16 20:02:52 GMT 2022","184","API Full","API","api.nft.search.SearchNftNegativeTests","api.nft.search.SearchNftNegativeTests","searchInvalidSort","searchInvalidSort",""
"skipped","Fri Sep 16 20:02:52 GMT 2022","Fri Sep 16 20:02:52 GMT 2022","21","API Full","API","api.nft.GetOfferDetailsTests","api.nft.GetOfferDetailsTests","getOfferDetails","Get offer details",""
"passed","Fri Sep 16 20:02:57 GMT 2022","Fri Sep 16 20:02:58 GMT 2022","391","API Full","API","api.social.profile.EditProfileSocialLinksTests","api.social.profile.EditProfileSocialLinksTests","editProfileTwitch","Edit profile twitch",""
"passed","Fri Sep 16 20:02:59 GMT 2022","Fri Sep 16 20:02:59 GMT 2022","336","API Full","API","api.social.GetUpdateCollectionSettingsTests","api.social.GetUpdateCollectionSettingsTests","editCollectionSettingsNotAccess","Edit collection settings. Not access",""
"passed","Fri Sep 16 20:02:57 GMT 2022","Fri Sep 16 20:02:57 GMT 2022","338","API Full","API","api.social.GetUpdateCollectionSettingsTests","api.social.GetUpdateCollectionSettingsTests","editCollectionSettingsInvalidMedium","Edit collection settings. Invalid medium",""
"passed","Fri Sep 16 20:02:54 GMT 2022","Fri Sep 16 20:02:54 GMT 2022","125","API Full","API","api.social.profile.EditProfileNegativeTests","api.social.profile.EditProfileNegativeTests","editProfileInvalidUsername","Edit profile. Invalid username",""
"passed","Fri Sep 16 20:02:54 GMT 2022","Fri Sep 16 20:02:56 GMT 2022","1395","API Full","API","api.social.GetUpdateCollectionSettingsTests","api.social.GetUpdateCollectionSettingsTests","editCollectionSettingsAllFields","Edit collection settings - all fields",""
"passed","Fri Sep 16 20:02:59 GMT 2022","Fri Sep 16 20:02:59 GMT 2022","125","API Full","API","api.social.profile.EditSocialLinksNegativeTests","api.social.profile.EditSocialLinksNegativeTests","editProfileYoutubeLength","Edit profile. Invalid youtube length",""
"failed","Fri Sep 16 20:02:52 GMT 2022","Fri Sep 16 20:02:52 GMT 2022","183","API Full","API","api.social.profile.EditProfileNegativeTests","api.social.profile.EditProfileNegativeTests","editProfileInvalidBannerUrl","Edit profile. Invalid banner url",""
"passed","Fri Sep 16 20:02:57 GMT 2022","Fri Sep 16 20:02:57 GMT 2022","155","API Full","API","api.social.profile.EditSocialLinksNegativeTests","api.social.profile.EditSocialLinksNegativeTests","editProfileInvalidSnapchat","Edit profile. Invalid snapchat",""
"unknown","Fri Sep 16 20:02:48 GMT 2022","Fri Sep 16 20:02:48 GMT 2022","0","API Full","API","api.nft.PinUnpinNftTests","api.nft.PinUnpinNftTests","pinAndUnpinNft","Pin and unpin nft",""
"passed","Fri Sep 16 20:02:58 GMT 2022","Fri Sep 16 20:02:59 GMT 2022","148","API Full","API","api.social.profile.EditSocialLinksNegativeTests","api.social.profile.EditSocialLinksNegativeTests","editProfileTwitchLength","Edit profile. Invalid twitch length",""
"broken","Fri Sep 16 20:02:52 GMT 2022","Fri Sep 16 20:02:52 GMT 2022","0","API Full","API","api.nft.GetOfferDetailsTests","api.nft.GetOfferDetailsTests","getOffer","getOffer",""
"passed","Fri Sep 16 20:02:51 GMT 2022","Fri Sep 16 20:02:51 GMT 2022","412","API Full","API","api.nft.search.SearchNftTests","api.nft.search.SearchNftTests","searchHasOffers","searchHasOffers",""
"passed","Fri Sep 16 20:02:57 GMT 2022","Fri Sep 16 20:02:57 GMT 2022","125","API Full","API","api.social.profile.EditSocialLinksNegativeTests","api.social.profile.EditSocialLinksNegativeTests","editProfileInvalidTwitch","Edit profile. Invalid twitch",""
"broken","Fri Sep 16 20:02:52 GMT 2022","Fri Sep 16 20:02:52 GMT 2022","259","API Full","API","api.nft.GetNftDetailsTests","api.nft.GetNftDetailsTests","nftDetailsWithListing","NFT details with listing",""
"passed","Fri Sep 16 20:02:53 GMT 2022","Fri Sep 16 20:02:54 GMT 2022","1106","API Full","API","api.social.FollowUnfollowUserTests","api.social.FollowUnfollowUserTests","followUnfollowUser","Follow and unfollow user",""
"passed","Fri Sep 16 20:02:56 GMT 2022","Fri Sep 16 20:02:57 GMT 2022","297","API Full","API","api.social.GetUpdateCollectionSettingsTests","api.social.GetUpdateCollectionSettingsTests","editCollectionSettingsInvalidInstagram","Edit collection settings. Invalid instagram",""
"passed","Fri Sep 16 20:02:58 GMT 2022","Fri Sep 16 20:02:58 GMT 2022","252","API Full","API","api.social.GetUpdateCollectionSettingsTests","api.social.GetUpdateCollectionSettingsTests","editCollectionSettingsInvalidTwitter","Edit collection settings. Invalid twitter",""
"passed","Fri Sep 16 20:02:53 GMT 2022","Fri Sep 16 20:02:53 GMT 2022","529","API Full","API","api.social.profile.EditProfileTests","api.social.profile.EditProfileTests","editProfileDescription","Edit profile description",""
"passed","Fri Sep 16 20:02:54 GMT 2022","Fri Sep 16 20:02:54 GMT 2022","330","API Full","API","api.social.GetCollectionRoyaltiesTests","api.social.GetCollectionRoyaltiesTests","getCollectionRoyaltiesInvalidId","Get collection royalties. Invalid collection id",""
"passed","Fri Sep 16 20:02:58 GMT 2022","Fri Sep 16 20:02:58 GMT 2022","118","API Full","API","api.social.profile.EditSocialLinksNegativeTests","api.social.profile.EditSocialLinksNegativeTests","editProfileSnapchatLength","Edit profile. Invalid snapchat length",""
